"profile_index","aquatroll_sn","Date","Longitude","Latitude","Surface.Temperature","Bottom.Temperature","Surface.Dissolved.Oxygen","Bottom.Dissolved.Oxygen"
49,676154,"2021-09-07 13:14:00",-82.1917690336134,26.4050585434173,29.9567890171832,30.0005255978866,6.78781931112059,4.71299998483192
50,676154,"2021-09-07 13:33:10",-82.3144417986799,26.4181186221122,30.3811818406795,29.9267206935819,7.48886986864296,3.70808657323562
51,676154,"2021-09-07 13:51:12",-82.4071090061162,26.4172931574924,29.967749617107,30.0035722151497,6.47179301431909,5.77114700439961
52,676154,"2021-09-07 15:47:02",-82.4379699314129,26.443006563786,30.1804156480906,29.8508520579928,6.11460173506608,5.46198683452885
53,676154,"2021-09-18 16:17:22",-82.3437874846626,26.5659369631902,29.617446178535,29.9299775464637,5.69695732327204,4.00938202264678
54,676154,"2021-09-18 17:42:13",-82.414295234657,26.5496474608905,29.9110193531541,29.6477609083916,5.90233536785526,3.57742409984775
55,676154,"2021-09-18 18:56:55",-82.2462466,26.5939114095238,30.0020478094514,30.0334194090806,-999.000000000094,-998.999999999987
56,676154,"2021-10-16 16:58:00",-82.2430305952381,26.5975780555555,29.5299485023977,29.3888628870822,4.91641827269954,3.35626203713676
57,676154,"2021-10-16 17:12:01",-82.2573858457712,26.593643022388,29.6610386446426,29.3779361558565,6.12245950460684,2.81613109630177
58,676154,"2021-10-16 17:19:24",-82.2764187908496,26.588837745098,29.6595504865766,29.3629465335018,5.94446593682851,1.46151896720318
59,676154,"2021-10-16 17:35:09",-82.3316598674242,26.5800386079545,29.4643158652731,29.2507521560069,6.61752581708789,2.61498828441341
60,676154,"2021-10-16 17:59:54",-82.3093358430233,26.5980147577519,29.9620757274006,29.250435088814,5.94401967171409,2.1754014582895
67,702826,"2020-12-13 17:15:20",-82.2192054054054,26.6102539639639,19.6987733299803,19.6664724315184,7.18125322537341,7.16420898068709
70,702826,"2020-12-17 23:51:00",-82.5164051656315,26.5864822981366,21.9232408517352,22.540915320042,7.35961689517407,6.52830414769218
71,702826,"2021-01-15 12:51:54",NA,NA,18.2294983852287,18.2617558767156,7.61275690956504,7.24145270699668
72,702826,"2021-01-15 14:13:27",NA,NA,16.8597879540049,17.8342537791417,7.81370568775279,7.44484147734723
78,702826,"2021-07-19 06:31:42",-82.6685958974359,26.9438621794872,29.8797459644661,29.6896846754813,6.04927171227753,5.95033163504009
79,702826,"2021-07-19 08:42:38",-82.91,26.98,29.2316637608775,28.9332609318276,7.51297849084102,5.46291983510355
80,702826,"2021-07-19 10:51:50",-82.77,27.14,30.085700512342,29.6328748105038,5.99214122684683,5.61102331468693
81,702826,"2021-07-19 13:01:57",-83.02,27.17,29.6598487043186,29.4561399861434,6.06192995879187,5.95728224341801
82,702826,"2021-07-19 14:54:47",-82.89,27.32,30.1149035571986,29.9691356072231,6.0710656796951,6.01657206261162
83,702826,"2021-07-19 16:55:05",-83.1287974814815,27.3467043333333,29.8659770754057,29.3131555814044,6.26933507247598,6.0712869911392
84,702826,"2021-07-19 19:14:41",-82.9475866666667,27.5311933333333,30.3545231581619,30.1349366768696,6.19247340982729,6.21737015394213
85,702826,"2021-07-19 21:33:20",-83.1994422852234,27.5502492611684,30.0792997414166,29.4852309122888,6.08391978573331,5.99421083684816
86,702826,"2021-07-19 23:38:53",-83.0225263211382,27.7217994918699,30.3058322806386,30.1321975784389,6.16088796814219,6.17373007981502
87,702826,"2021-07-20 01:40:37",-83.2456796825397,27.7715923809524,29.3545612853173,29.5965302235888,6.30039892758925,6.01315492829766
88,702826,"2021-07-20 03:45:50",-83.0523257291667,27.9073675,30.0582741278974,30.2207602846845,6.17504448946383,5.86492518194079
89,702826,"2021-07-20 05:55:48",-83.2784695959596,28.0062319191919,29.4980365517957,29.777566453453,6.26193185401485,6.08967766180242
90,702826,"2021-07-20 08:15:31",-83.0495914444444,28.148246,30.0906706539178,30.2366854578175,6.14313979300941,5.96951173466395
91,702826,"2021-07-20 10:40:15",-83.3032398550725,28.2564657729469,29.9565717946644,30.010300564204,6.01290387304929,5.97213126182447
92,702826,"2021-07-20 12:33:05",-83.5096627027027,28.2752860247748,24.1055188820048,27.7207633085772,10.3544048451655,10.0133033370004
93,702826,"2021-07-20 14:31:23",-83.7377654617117,28.2940373648649,29.5803941969631,29.19587986855,6.12627574007153,6.08673110135374
94,702826,"2021-07-20 16:29:17",-83.9718930443548,28.3131532526882,29.3055739901278,28.3971206469824,6.19323396340837,5.68589753637285
95,702826,"2021-07-20 18:28:17",-84.1986386120592,28.3345635324232,29.3795591136788,26.9206485653137,6.17141967311153,5.88538487157534
96,702826,"2021-07-20 20:16:56",-84.398131036036,28.3504661911912,29.6554756275554,23.5698162375268,6.22344631814436,6.0934222209638
97,702826,"2021-07-20 22:33:13",-84.63,28.37,29.4030936323332,22.2992774717756,6.21828780059468,5.93258586227104
98,702826,"2021-07-21 03:39:46",-84.88,28.41,29.1767516548637,19.5255189558726,6.26171454821484,4.4752574376995
99,702826,"2021-07-21 22:56:50",-84.86,28.5,29.404313589838,22.436745818247,6.23090488156122,6.18304512594311
100,702826,"2021-07-22 19:01:21",-85.0482967914172,28.7017188323353,30.15363167123,19.1689035547648,6.08878106447976,4.46252286694281
101,702826,"2021-07-23 23:05:23",-85.3147319795222,28.9485190386803,29.7705355304462,20.5401751557145,6.09812492900077,5.02598208368332
102,702826,"2021-07-26 11:46:58",-84.5551222404371,28.1376291894353,29.3673776194243,20.2724179547422,6.16692512822529,4.8934823218578
103,702826,"2021-07-26 19:16:18",-84.4047669467787,27.9802228046218,30.585224556435,19.8935862368459,5.98566568696934,4.77771900743087
104,702826,"2021-07-27 15:46:27",-84.2973280824972,27.8673665886288,29.9902252939003,20.418092395021,6.10276602025699,5.24406959331949
105,702826,"2021-07-28 23:57:06",-84.28,27.65,29.76373331656,19.7606740036975,6.14467896936353,4.81149868563452
106,702826,"2021-07-30 19:48:03",-83.9657688701299,27.3438563290043,30.1238047847469,20.53759682217,5.97700065053778,4.81587862608617
107,702826,"2021-07-30 21:57:59",-83.9450355459272,27.1554243212016,30.0285752788309,20.2349556461937,6.02758587573664,4.86637064811088
108,702826,"2021-08-01 11:55:09",-83.8272090252152,26.8858780688807,29.4978224087982,20.5991541837917,6.0763675141087,4.98787422769679
113,676121,"2020-08-12 17:38:24",-82.7110655345912,26.4166093291405,31.0688112700172,29.9424789950739,6.24851587698317,5.52445303696946
114,676121,"2020-08-12 18:24:52",-82.5497853294574,26.5062270542636,31.3717462330157,30.4345179405461,6.21880173920195,5.91331965061608
115,676121,"2020-08-12 19:06:06",-82.3949921521036,26.605112184466,31.6028406673548,30.9966896920034,6.36208399765221,6.4056864578588
116,676121,"2020-08-12 19:41:22",-82.2698472820513,26.7065713333333,32.6726018236619,31.6432511084966,6.44384519815181,5.90972251704277
117,676038,"2020-09-02 21:16:22",-82.9027566272966,26.6962918110236,37.1812058258367,36.0918554238726,5.60994395055247,4.87281564584547
118,676038,"2020-09-02 23:39:50",-82.8080513913043,26.6913109565217,37.509405083844,36.8541959184418,5.42484471024403,5.44181176480739
119,676038,"2020-09-03 01:09:56",-82.5317731896552,26.6798911781609,37.2196116150092,37.031392689882,5.48251312653469,5.45973654200256
121,676121,"2020-11-01 13:05:17",NA,NA,26.8852545104765,27.1941980943986,6.47275830391822,5.63320327916662
122,676121,"2020-11-01 14:42:19",-82.6536644958848,27.0741857613169,27.2856393234897,27.4712552562533,6.51147781156949,6.11838933737296
123,676121,"2020-11-01 15:48:52",-82.7287997645951,27.042500386064,27.5945308526423,27.5269106001067,6.40625381655832,6.06883035301829
128,676000,"2021-07-18 04:21:06",NA,NA,29.2415389158502,29.3210219047074,8.4278714016651,8.44889275301149
129,676000,"2021-07-18 05:33:20",-82.4080239506173,26.6543342283951,26.0476812458993,26.6625730951497,8.89462547792489,8.94766567708554
130,676000,"2021-07-28 20:07:57",NA,NA,30.9033447247954,30.9124118114653,7.6496945987006,7.64293700348849
131,676000,"2021-07-28 21:16:44",NA,NA,34.5544228064246,34.2417772473075,7.23442578965091,7.24282551688023
132,676000,"2021-07-28 22:01:37",NA,NA,30.5500495570945,30.6366787864176,7.68911162926265,7.67140519224663
134,676000,"2021-08-18 21:23:50",-82.2485774545455,26.715356030303,29.6580380710162,29.6980591582783,7.07152735180182,7.09207466551718
135,676000,"2021-08-18 22:07:03",-82.3160063333333,26.6702211666667,31.2038058446543,31.1149978458153,6.89865608821357,6.8955977432945
138,676121,"2019-09-01 16:09:44",-82.4780578181818,27.1066885757575,30.5173471911974,30.5626226945454,5.14796824568087,4.52721186438501
139,676121,"2019-09-01 16:27:36",-82.5077566666667,27.0832166666667,30.5388862190441,30.2965521737633,5.42391084285643,5.31180484987751
140,676121,"2019-09-01 16:50:08",-82.5678383333333,27.05721,30.3391685873054,30.4641189717866,6.04527211210131,5.46694680555257
141,676121,"2019-09-08 22:16:29",-83.0440074666667,26.7071732,31.6863599894823,28.1640069161521,6.1969508684352,5.14943070666697
142,676154,"2019-09-18 16:46:59",-82.6975043657817,26.5503811504425,30.1244924704374,29.9345634033398,5.923218130109,5.464350264388
143,676154,"2019-09-18 16:52:12",-82.5562160493827,26.6306119753086,30.7476108379366,29.6978879648093,5.95183626529853,6.00564936141961
144,676154,"2019-09-18 17:25:24",-82.4169057291667,26.667706015625,31.0345074797718,29.8367744397273,5.88198946136367,6.07226932945189
145,676154,"2019-09-18 17:47:57",-82.339486328125,26.6885835677083,31.1854321122271,29.7326174581203,6.01973789790849,5.89908292776615
146,676154,"2019-09-18 18:07:32",-82.2608445614035,26.7103715789474,30.2753503029243,29.7776766738652,5.89623117770949,5.82267954671605
148,676154,"2019-10-12 19:16:08",-82.6977497411003,26.5501564239482,28.5514189163177,28.4202718045869,6.28992483603324,6.1939345483578
149,676154,"2019-10-12 19:52:56",-82.5567903985507,26.6304757608696,28.6799680968412,28.1390533708929,6.30604657965369,6.23950504437195
150,676154,"2019-10-12 20:25:29",-82.4163549761905,26.6683225714286,28.2061531717108,28.1945167446785,6.57713077889796,6.23429843061608
151,676154,"2019-10-12 20:44:42",-82.3394020114943,26.6886697413793,28.0629262740523,28.0369118067114,6.740540848492,6.24847578490826
152,676154,"2019-10-12 21:03:40",-82.2640983630952,26.7098851785714,27.773241714302,28.111655973698,6.83197411252019,6.62256452166615
158,676000,"2019-12-07 18:56:01",-82.2270635666667,25.7237991833333,24.2584788364945,23.9339348604323,6.81319981581457,6.60453632538905
159,676000,"2019-12-11 20:22:46",-82.6175915964912,26.1188420877193,25.1750115982277,24.4895237036344,6.81022260162455,6.57234696518432
161,676038,"2019-12-17 13:30:19",-82.2252856435644,26.5608741914192,22.4213013865044,22.1370474484913,6.43146672525943,6.13030616211865
162,676038,"2019-12-17 13:41:40",-82.2569858695652,26.5614441666667,21.9784128602979,21.7792934722646,6.65697153715171,6.4990166853241
163,676038,"2019-12-17 13:54:01",-82.2735083333333,26.5959069871795,22.1141304196264,21.8816974301531,6.83482597810942,6.59360896589698
164,676038,"2019-12-17 14:05:19",-82.3110765406162,26.5956334453782,22.1315471011924,21.8941927502751,6.88962404234772,6.6049941032757
165,676038,"2019-12-17 14:16:50",-82.3424000862069,26.5928874568966,22.0497549851478,22.0185625954458,6.9101862242062,6.49847023187891
166,676038,"2019-12-17 14:28:50",-82.3760032655827,26.5922117208672,22.2190544122868,22.3169900031848,6.83207838821915,6.46589585657706
167,676038,"2019-12-17 14:40:26",-82.4092197455471,26.5909004452926,22.4327482582244,22.5922461502152,6.93604078675865,6.53305126164717
168,676038,"2019-12-17 14:59:28",-82.4426877307692,26.5909021410256,22.7946300003227,22.6617145226824,6.76318722178569,6.61998851156768
169,676038,"2019-12-17 15:25:48",-82.4474734234234,26.6549278978979,22.6002885737178,22.6067452852421,6.98144212686346,7.25181764001377
170,676038,"2019-12-17 15:46:41",-82.4230092283951,26.6683260648148,22.3447987126745,22.335566483896,6.91415458492832,6.75474855116731
171,676038,"2019-12-17 16:07:59",-82.3786772844828,26.6780727442529,22.0161618460478,22.0673986057065,7.05406905235406,6.47711797482192
172,676038,"2019-12-17 16:20:42",-82.3358919047619,26.6805641316527,21.8974069824983,21.8699692599858,6.61774466190426,6.10674283847506
175,676038,"2019-12-17 16:45:53",-82.2636400943396,26.7123380293501,22.1218514240886,21.932106190543,6.57053792078786,6.64213411397612
176,676038,"2019-12-17 16:52:52",-82.2643123539519,26.7110816151203,22.2996610272878,21.8728697183684,6.48956434210715,6.56722792352838
178,676038,"2019-12-17 17:46:58",-82.2198107948718,26.6118075128205,22.7506450986217,22.6964939051341,6.58207076101831,6.56140993919259
181,676038,"2020-01-24 20:05:14",-82.6978082291667,26.5500602083333,20.5065063952435,20.1860994026995,7.2000192335369,7.22218847179207
182,676038,"2020-01-24 20:08:29",-82.6981584782609,26.5506724154589,20.5761530292133,20.2098694589545,7.31534783966246,7.19983780131422
183,676038,"2020-01-24 20:40:52",-82.5567198051948,26.6313383333333,20.0505894166026,19.5584170447852,7.25614436136213,7.25834456836898
184,676038,"2020-01-24 21:08:17",-82.4192123770492,26.6676269672131,19.6673226610454,18.9800285495099,7.34271638911374,7.35658736014063
185,676000,"2020-01-31 18:13:13",NA,NA,21.4356149751485,21.0690055393835,7.33371960935261,7.30291178029641
186,676000,"2020-01-31 19:42:43",NA,NA,20.1261972504354,20.133631417288,7.56285591791302,7.53248287988405
187,676154,"2020-02-04 21:23:05",-82.8084913978495,26.8965850537634,19.416033985669,19.4418474503028,7.53502807413336,7.53161623852284
188,676154,"2020-02-12 19:30:14",-82.8328338888889,26.8233975138889,22.8286401709671,20.8019227512377,8.5422107825656,7.20561554498077
190,676154,"2020-03-01 14:48:06",NA,NA,19.2293588235697,19.2096601576974,7.52153188802998,7.48760821255216
191,676154,"2020-03-01 17:54:32",NA,NA,19.2740233398595,19.310243841335,7.62412988074733,7.5269564107012
192,676154,"2020-03-01 22:58:44",-82.5678147240618,27.0570949558499,18.9427724573452,18.5002266360389,7.79421712187014,7.59098510494501
193,676154,"2020-03-10 12:59:31",-82.568500654321,27.0574232962963,18.8552449530295,18.8439432755247,7.68524034636428,7.59080079968834
194,676154,"2020-03-10 14:32:07",-82.68295425,26.9660404166667,19.1332501515521,19.0636621606618,7.6116965932746,7.57153882122215
195,676154,"2020-03-10 16:37:25",-82.8134777201258,26.8859381367924,19.9099783113957,19.7339266064708,7.48992424402854,7.48674261916065
196,676154,"2020-08-16 15:40:01",-82.5447589316239,27.0289439209402,28.8729690759254,30.1187555197536,2.80878288262582,2.80058618921465
197,676154,"2020-08-16 16:30:04",-82.6006189622641,27.0169608805032,31.4893311930639,31.2992799317087,6.48585618388831,6.50537886720671
198,676154,"2020-08-16 17:46:44",-82.808606685254,26.9494606629492,31.8211235252279,29.4183706854081,6.42867853152535,6.49442786083207
199,676154,"2020-08-16 19:26:21",-82.5258603666667,27.0630255,32.0165600059481,31.4081625356448,6.65376698186772,6.55020633103154
200,676154,"2020-09-01 12:57:09",-82.6567834790528,26.9796808105647,30.5326209099211,30.8128152910136,6.20760890240172,5.98244995466758
201,676154,"2020-09-01 16:13:31",-82.7155307635468,26.8949004844006,30.9449806414077,30.7341544001855,6.45347677916618,6.0809843429721
202,676154,"2020-09-01 22:26:21",-82.8827133538251,26.8247102185793,31.5599893273936,30.5873276847576,6.33554967400493,5.82249968322056
203,676154,"2020-09-02 20:33:59",-82.5945047027027,27.0625728468469,32.0310917005222,30.7346557774577,6.35877971892017,5.851906773941
